inLat,inLong,outLat,outLong,coord_string,parse_error
49.954,-6.295,49.08528,6.28333,"49°57.25′ N, 06°17.70′ W",Parsed coordinates do not match original
49.963,-6.306,49.08528,6.30000,"49°57.77′ N, 06°18.36′ W",Parsed coordinates do not match original
49.908,-6.452,49.08444,6.45000,"49°54.46′ N, 06°27.09′ W",Parsed coordinates do not match original
49.895,-6.351,49.08417,6.35000,"49°53.68′ N, 06°21.05′ W",Parsed coordinates do not match original
49.958,-6.29,49.08528,6.28333,"49°57.46′ N, 06°17.41′ W",Parsed coordinates do not match original
49.959,-6.296,49.08528,6.28333,"49°57.55′ N, 06°17.76′ W",Parsed coordinates do not match original
49.924,-6.275,49.08472,6.26667,"49°55.44′ N, 06°16.48′ W",Parsed coordinates do not match original
49.936,-6.35,49.08500,6.33333,"49°56.13′ N, 06°20.97′ W",Parsed coordinates do not match original
49.943,-6.338,49.08500,6.33333,"49°56.6′ N, 06°20.3′ W",Parsed coordinates do not match original
49.96,-6.348,49.08528,6.33333,"49°57.6′ N, 06°20.9′ W",Parsed coordinates do not match original
49.973,-6.28,49.08556,6.26667,"49°58.4′ N, 06°16.8′ W",Parsed coordinates do not match original
49.935,-6.315,49.08500,6.30000,"49°56.1′ N, 06°18.9′ W",Parsed coordinates do not match original
49.904,-6.335,49.08444,6.33333,"49°54.23′ N, 06°20.12′ W",Parsed coordinates do not match original
49.961,-6.294,49.08528,6.28333,"49°57.68′ N, 06°17.66′ W",Parsed coordinates do not match original
49.908,-6.301,49.08444,6.30000,"49°54.49′ N, 06°18.06′ W",Parsed coordinates do not match original
49.957,-6.31,49.08528,6.30000,"49°57.43′ N, 06°18.59′ W",Parsed coordinates do not match original
49.924,-6.279,49.08472,6.26667,"49°55.43′ N, 06°16.73′ W",Parsed coordinates do not match original
49.906,-6.3,49.08444,6.30000,"49°54.35′ N, 06°18.02′ W",Parsed coordinates do not match original
49.975,-6.295,49.08556,6.28333,"49°58.51′ N, 06°17.70′ W",Parsed coordinates do not match original
49.92,-6.309,49.08472,6.30000,"49°55.18′ N, 06°18.56′ W",Parsed coordinates do not match original
49.941,-6.335,49.08500,6.33333,"49°56.48′ N, 06°20.09′ W",Parsed coordinates do not match original
49.896,-6.352,49.08417,6.35000,"49°53.74′ N, 06°21.10′ W",Parsed coordinates do not match original
49.928,-6.28,49.08472,6.26667,"49°55.68′ N, 06°16.82′ W",Parsed coordinates do not match original
49.931,-6.345,49.08472,6.33333,"49°55.87′ N, 06°20.70′ W",Parsed coordinates do not match original
49.916,-6.284,49.08444,6.28333,"49°54.93′ N, 06°17.02′ W",Parsed coordinates do not match original
49.894,-6.338,49.08417,6.33333,"49°53.62′ N, 06°20.25′ W",Parsed coordinates do not match original
49.893,-6.353,49.08417,6.35000,"49°53.59′ N, 06°21.16′ W",Parsed coordinates do not match original
49.914,-6.284,49.08444,6.28333,"49°54.82′ N, 06°17.01′ W",Parsed coordinates do not match original
49.92,-6.309,49.08472,6.30000,"49°55.18′ N, 06°18.56′ W",Parsed coordinates do not match original
49.958,-6.29,49.08528,6.28333,"49°57.46′ N, 06°17.41′ W",Parsed coordinates do not match original
48.652,-2.298,48.05250,2.28333,"48°39.1′ N, 02°17.9′ W",Parsed coordinates do not match original
48.632,-4.563,48.05194,4.55000,"48°37.9′ N, 04°33.8′ W",Parsed coordinates do not match original
42.492,-8.867,42.03583,8.86667,"42°29.53′ N, 08°52.03′ W",Parsed coordinates do not match original
49.924,-6.274,49.08472,6.26667,"49°55.43′ N, 06°16.41′ W",Parsed coordinates do not match original
49.924,-6.274,49.08472,6.26667,"49°55.42′ N, 06°16.41′ W",Parsed coordinates do not match original
49.924,-6.274,49.08472,6.26667,"49°55.42′ N, 06°16.42′ W",Parsed coordinates do not match original
49.922,-6.27,49.08472,6.26667,"49°55.33′ N, 06°16.20′ W",Parsed coordinates do not match original
49.964,-6.254,49.08528,6.25000,"49°57.86′ N, 06°15.21′ W",Parsed coordinates do not match original
49.943,-6.256,49.08500,6.25000,"49°56.56′ N, 06°15.35′ W",Parsed coordinates do not match original
49.965,-6.253,49.08528,6.25000,"49°57.87′ N, 06°15.18′ W",Parsed coordinates do not match original
49.911,-6.341,49.08444,6.33333,"49°54.68′ N, 06°20.45′ W",Parsed coordinates do not match original
49.941,-6.335,49.08500,6.33333,"49°56.48′ N, 06°20.09′ W",Parsed coordinates do not match original
49.982,-6.304,49.08556,6.30000,"49°58.93′ N, 06°18.21′ W",Parsed coordinates do not match original
0.297,36.865,0.01861,36.85000,"0°17.806′ N, 36°51.927′ E",Parsed coordinates do not match original
-39.702,-73.321,,,"S39°42.114/W73°19.244, ",Coordinate not parsed
37.175,-109.927,37.01667,109.91667,37° 10.504N 109° 55.635W ,Parsed coordinates do not match original
32.266,-2.395,32.01806,2.38333,32°15.947′ N 02°23.671′ W,Parsed coordinates do not match original
39.0926,33.393,39.08667,33.39667,39°05′33.2″N 33°23′34.8″E,Parsed coordinates do not match original
8.573,-79.02,8.05111,79.01667,"8°34.36’ N, 79°01.18’ W",Parsed coordinates do not match original
8.589,-79.021,8.05139,79.01667,"8°35.36’ N, 79°01.24’ W",Parsed coordinates do not match original
8.918,-79.534,8.08472,79.53333,"8°55.09’ N, 79°32.06’ W",Parsed coordinates do not match original
8.809,-79.518,8.06889,79.51667,"8°48.52’ N, 79°31.07’ W",Parsed coordinates do not match original
10.552,-85.719,10.05083,85.71667,"10°33.10’ N, 85°43.15’ W",Parsed coordinates do not match original
57.13,-154.478,57.00194,154.46667,"57°07.8’ N, 154°28.7’ W",Parsed coordinates do not match original
18.4223,109.028,18.16667,108.86667,"18°10′ N, 108°52′ E",Parsed coordinates do not match original
-29.0631,167.955,-29.06306,167.95472,"29°3′47″ S, 167°57′17″ E",Parsed coordinates do not match original
20.92,96.56,20.08472,96.55000,20°55.20′N 96°33.60′E,Parsed coordinates do not match original
-22.826,-53.5527,-22.82767,-53.56500,"22°49′33.66″ S, 53°33′09.9″ W",Parsed coordinates do not match original
-37.625,142.337,-37.05194,142.33333,"37°37.494′ S, 142°20.226′ E",Parsed coordinates do not match original
18.539,98.601,18.05056,98.60000,"18°32.31′ N, 98°36.048′ E",Parsed coordinates do not match original
-8.488,30.475,-8.03583,30.46667,"8°29.29′ S, 30°28.47′ E",Parsed coordinates do not match original
-51.077,-61.065,-51.00111,61.05000,51°04.608′ S 61°03.907′ W,Parsed coordinates do not match original
-72.292,170.49,-72.01861,170.48333,"72°17.5′ S, 170°29.4′ E",Parsed coordinates do not match original
-61.189,-54.72,-61.01694,54.71667,"61˚11.34′ S, 54°43.17′ W",Parsed coordinates do not match original
-72.285,170.498,-72.01861,170.48333,"72°17.1′ S, 170°29.9′ E",Parsed coordinates do not match original
-72.29,170.44,-72.01861,170.43333,"72°17.4′ S, 170°26.4′ E",Parsed coordinates do not match original
41.395,41.533,41.03417,41.53333,41°23.7′N 041°32.0′E,Parsed coordinates do not match original
41.405,41.532,41.03444,41.51667,41°24.3′N 041°31.9′E,Parsed coordinates do not match original
40.345,41.695,40.03333,41.68333,40°20.7′N 041°41.7′E,Parsed coordinates do not match original
40.337,41.695,40.03333,41.68333,40°20.2′N 041°41.7′E,Parsed coordinates do not match original
41.207,24.795,41.01722,24.78333,"41°12.4′ N, 24°47.7′ E",Parsed coordinates do not match original
44.305,9.212,44.01889,9.20000,"44°18.312′N, 9°12.702′E",Parsed coordinates do not match original
45.057,13.586,,,"45°3.407′N, 13°35.158′E",Coordinate not parsed
35.4009,25.0338,35.40683,25.04500,"35°24′3.41″N, 25°2′1.70″E",Parsed coordinates do not match original
54.512,2.673,54.05000,2.66667,"54°30.73′N, 2°40.352′E",Parsed coordinates do not match original
54.508,2.654,54.05000,2.65000,"54°30.478′N, 2°39.246′E",Parsed coordinates do not match original
54.758,1.731,54.06806,1.71667,"54°45.489′N, 1°43.853′E",Parsed coordinates do not match original
54.762,1.707,54.06806,1.70000,"54°45.7′N, 1°42.443′E",Parsed coordinates do not match original
54.994,1.654,54.08583,1.65000,"54°59.635′N, 1°39.267′E",Parsed coordinates do not match original
54.479,1.863,54.03556,1.85000,"54°28.71′N, 1°51.771′E",Parsed coordinates do not match original
54.625,1.704,54.05194,1.70000,"54°37.473′N, 1°42.225′E",Parsed coordinates do not match original
54.85,2.086,54.08361,2.08333,"54°51.011′N, 2°5.168′E",Parsed coordinates do not match original
54.864,2.087,54.08361,2.08333,"54°51.859′N, 2°5.222′E",Parsed coordinates do not match original
54.847,2.823,54.08333,2.81667,"54°50.798′N, 2°49.403′E",Parsed coordinates do not match original
54.86,2.843,54.08361,2.83333,"54°51.625′N, 2°50.568′E",Parsed coordinates do not match original
54.513,2.647,54.05000,2.63333,"54°30.8′N, 2°38.8′E",Parsed coordinates do not match original
55.459,4.144,55.03528,4.13333,"55°27.544′N, 4°8.624′E",Parsed coordinates do not match original
55.463,4.115,55.03528,4.10000,"55°27.768′N, 4°6.907′E",Parsed coordinates do not match original
54.757,2.008,54.06806,2.00000,"54°45.396′N, 2°0.459′E",Parsed coordinates do not match original
55.139,2.694,,,"55°8.323′N, 2°41.64′E",Coordinate not parsed
55.458,4.144,55.03528,4.13333,"55°27.453′N, 4°8.622′E",Parsed coordinates do not match original
54.452,2.268,54.03528,2.26667,"54°27.113′N, 2°16.064′E",Parsed coordinates do not match original
55.46,4.137,55.03528,4.13333,"55°27.612′N, 4°8.219′E",Parsed coordinates do not match original
55.459,4.171,55.03528,4.16667,"55°27.525′N, 4°10.267′E",Parsed coordinates do not match original
54.517,2.677,54.05028,2.66667,"54°31.008′N, 2°40.609′E",Parsed coordinates do not match original
54.514,2.676,54.05000,2.66667,"54°30.847′N, 2°40.535′E",Parsed coordinates do not match original
54.143,7.872,,,"54°8.56′N, 7°52.3′E",Coordinate not parsed
54.142,7.868,,,"54°8.52′N, 7°52.08′E",Coordinate not parsed
55.284,6.731,55.01861,6.71667,"55°17.046′N, 6°43.88′E",Parsed coordinates do not match original
55.293,6.754,55.01861,6.75000,"55°17.55′N, 6°45.238′E",Parsed coordinates do not match original
53.786,7.054,53.06861,7.05000,"53°47.161′N, 7°3.225′E",Parsed coordinates do not match original
53.823,7.875,53.06917,7.86667,"53°49.395′N, 7°52.498′E",Parsed coordinates do not match original
53.815,7.898,53.06889,7.88333,"53°48.899′N, 7°53.863′E",Parsed coordinates do not match original
53.825,7.227,53.06917,7.21667,"53°49.51′N, 7°13.64′E",Parsed coordinates do not match original
53.829,7.202,53.06917,7.20000,"53°49.72′N, 7°12.13′E",Parsed coordinates do not match original
45.078,13.632,,,"45°4.651′N, 13°37.891′E",Coordinate not parsed
29.417,36.267,36.26667,29.41667,"29°25′ E, 36°16′ N",Parsed coordinates do not match original
27.682,100.018,27.06667,100.01667,"27°40.9′ N, 100°01.05′ E",Parsed coordinates do not match original
-35.005,138.806,-35.00000,138.80000,"35°00.28′ S, 138°48.38′ E",Parsed coordinates do not match original
-26.113,-44.293,-26.00167,44.28333,"26°06.8′ S, 044°17.6′ W",Parsed coordinates do not match original
-13.611,-38.787,-13.05167,38.78333,"13°36.67′ S, 038°47.212′ W",Parsed coordinates do not match original
-3.992,-35.895,-3.08583,35.88333,"03°59.5′ S, 035°53.7′ W",Parsed coordinates do not match original
-17.501,-39.013,-17.05000,39.00000,"17°30.057′ S, 039°00.776′ W",Parsed coordinates do not match original
-17.776,-39.026,-17.06833,39.01667,"17°46.54′ S, 039°01.58′ W",Parsed coordinates do not match original
3,-48.333,3.00000,48.33333,"03°00.0′ N, 048°20.0′ W",Parsed coordinates do not match original
-19.731,-39.44,-19.06750,39.43333,"19°43.857′ S, 039°26.372′ W",Parsed coordinates do not match original
-19.756,-39.527,-19.06806,39.51667,"19°45.36′ S, 039°31.6′ W",Parsed coordinates do not match original
-20.573,-38.059,-20.05111,38.05000,"20°34.37′ S, 038°03.53′ W",Parsed coordinates do not match original
-23.113,-44.293,-23.00167,44.28333,"23°06.8′ S, 044°17.6′ W",Parsed coordinates do not match original
-23.192,-44.472,-23.01694,44.46667,"23°11.5′ S, 044°28.3′ W",Parsed coordinates do not match original
-23.22,-44.582,-23.01750,44.56667,"23°13.2′ S, 044°34.9′ W",Parsed coordinates do not match original
-17.4262,-38.9713,-17.42167,-38.97667,"17°25′34.3″ S, 038°58′16.6″ W",Parsed coordinates do not match original
34.956,58.755,34.08528,58.75000,"34°57.380′ N, 58°45.301′ E",Parsed coordinates do not match original
19.498,-91.0306,19.49567,-91.01733,"19˚29'52.74""N 91˚01'50.04""W",Parsed coordinates do not match original
-3.423,-55.355,-3.43000,-55.35000,"3˚25'22.80""S, 55˚21'18.00""W",Parsed coordinates do not match original
-24.4688,-47.1203,-24.47700,-47.12000,"24˚28'7.62""S, 47˚7'13.20""W",Parsed coordinates do not match original
-24.17,-46.9258,-24.18167,-46.93017,"24˚10'11.9""S, 46˚55'32.81""W",Parsed coordinates do not match original
37.575,-7.535,37.05111,7.53333,37˚34.5'N 7˚32.100'W,Parsed coordinates do not match original
36.7219,-2.193,36.73000,-2.19483,"36˚43'18.8""N, 2˚11'34.69""W",Parsed coordinates do not match original
26.9956,22.7228,26.98517,22.71700,"26˚59'44.11""N, 22˚43'22.02""E",Parsed coordinates do not match original
-3.8423,-49.5703,,,"3°43'–5°15' S; 49°12–50°00' W,",Coordinate not parsed
40.65,14.6,40.65000,14.58889,"40°39' N, 14°35'20"" E",Parsed coordinates do not match original
35.3,138.333,,,"35°18.81' N, 138°20.96' E",Coordinate not parsed
19.1333,103.783,,,"19°08.42' N, 103°47.13' E",Coordinate not parsed
-26.8535,-60.4125,-26.85833,-60.41500,"26˚51'12.5""S 60˚24'44.9""W",Parsed coordinates do not match original
-29.2059,-59.6601,-29.20167,-59.65667,"29˚12'21.1""S, 59˚39'36.4""W",Parsed coordinates do not match original
-30.918,-61.5826,-30.92833,-61.57500,"30˚55'04.7""S, 61˚34'57.5""W",Parsed coordinates do not match original
-31.8253,-60.4395,-31.82000,-60.43500,"31˚49'31.2""S, 60˚26'22.1""W",Parsed coordinates do not match original
-33.8911,-65.0015,-33.88333,-65.00833,"33˚53'28.0""S 65˚00'05.5""W",Parsed coordinates do not match original
-34.9976,-64.3019,-34.98833,-64.31167,"34˚59'51.3""S, 64˚18'06.7""W",Parsed coordinates do not match original
29.0167,-13.58,,,"29°1' N, 13°35' W",Coordinate not parsed
35.205,51.808,35.01722,51.80000,"35°12.3’ N, 51°48.5’ E",Parsed coordinates do not match original
-18.9667,-48.2833,,,"18°58' S, 48°17' W",Coordinate not parsed
26.65,142.15,,,"26°39' N, 142°09' E",Coordinate not parsed
-22.2333,-42.9333,,,"23°14' S, 46°56' W",Coordinate not parsed
-13.8264,-39.1422,,,"13°49'35""S,39°08'32""W",Coordinate not parsed
-22.3833,-41.75,,,"22°23' S, 41°45' W",Coordinate not parsed
51.518,-12.983,51.05028,12.98333,51˚31.1'N 12˚59.0'W,Parsed coordinates do not match original
3.167,5.475,3.01667,5.46667,3˚10.0'N 5˚28.5'E,Parsed coordinates do not match original
25.025,-19.2,,,25˚1.5'N 19˚12.0'W,Coordinate not parsed
-0.533,119.663,-0.05056,119.65000,0˚32.0'S 119˚39.8'E,Parsed coordinates do not match original
-3.628,131.44,-3.05194,131.43333,3˚37.7'S 131˚26.4'E,Parsed coordinates do not match original
6.217,-5,6.01750,5.00000," 6˚13.00' N, 5˚0.00' W",Parsed coordinates do not match original
-21.249,47.372,-21.01778,47.36667,21˚14.921'S 47˚22.307'E,Parsed coordinates do not match original
22.3002,114.017,22.31233,114.03067,"22˚18'0.74""N 114˚1'0.84""E",Parsed coordinates do not match original
22.288,114.058,22.29500,114.06083,"22˚17'16.70""N 114˚3'28.65""E",Parsed coordinates do not match original
34.988,139.306,34.08583,139.30000,34˚59.267'N 139˚18.378'E,Parsed coordinates do not match original
-18.6167,22.0833,,,18.6167˚S 22.0833E,Coordinate not parsed
40.15,0.923,40.00250,0.91667,40˚09.0'N 0˚55.4'E,Parsed coordinates do not match original
-3.098,134.838,,,3˚5.9'S 134˚50.3'E,Coordinate not parsed
-1.732,135.772,-1.06750,135.76667,1˚43.9'S 135˚46.3'E,Parsed coordinates do not match original
-2.935,135.748,-2.08500,135.73333,2˚56.1'S 135˚44.9'E,Parsed coordinates do not match original
-2.495,134.983,-2.03583,134.98333,2˚29.7'S 134˚59.0'E,Parsed coordinates do not match original
-3.072,135.603,,,3˚4.3'S 135˚36.2'E,Coordinate not parsed
37.196,-109.872,37.01694,109.86667,37˚11.73'N 109˚52.29W,Parsed coordinates do not match original
37.691,-110.226,37.06694,110.21667,37˚41.44'N 110˚13.56'W,Parsed coordinates do not match original
37.725,-110.249,37.06750,110.23333,37˚43.52'N 110˚14.94'W,Parsed coordinates do not match original
42.1333,-8.8167,,,"42°08' N,8°49' W",Coordinate not parsed
42.4667,-8.85,,,"42°28' N, 8°51' W",Coordinate not parsed
42.5333,-9.0167,,,"42°32' N, 9°01' W",Coordinate not parsed
43.5833,-8.1667,,,"43°35' N, 8°10' W",Coordinate not parsed
7.912,-8.924,7.08444,8.91667,7˚54.747N 8˚55.458W,Parsed coordinates do not match original
9.2,-8.728,9.01722,8.71667,9˚12.022N 8˚43.675W,Parsed coordinates do not match original
10.267,-12.467,10.01833,12.46667,10˚16.0N 12˚28.0W,Parsed coordinates do not match original
10.671,-14.26,10.06667,14.25000,10˚40.286N 14˚15.623W,Parsed coordinates do not match original
11.034,-13.973,11.00056,13.96667,11˚02.066N 13˚58.378W,Parsed coordinates do not match original
10.292,-14.054,10.01861,14.05000,10˚17.512N 14˚03.226W,Parsed coordinates do not match original
10.308,-14.021,10.01889,14.01667,10˚18.467N 14˚01.271W,Parsed coordinates do not match original
10.249,-14.002,10.01778,14.00000,10˚14.952N 14˚00.14W,Parsed coordinates do not match original
10.003,-12.781,10.00000,12.76667,10˚00.192N 12˚46.834W,Parsed coordinates do not match original
9.949,-12.883,9.08500,12.86667,9˚56.935N 12˚52.982W,Parsed coordinates do not match original
11.539,-12.363,11.05056,12.35000,11˚32.349N 12˚21.792W,Parsed coordinates do not match original
11.3,-12.443,11.01889,12.43333,11˚18.004N 12˚26.580W,Parsed coordinates do not match original
11.088,-12.418,11.00139,12.41667,11˚05.302N 12˚25.074W,Parsed coordinates do not match original
11.329,-12.596,11.01917,12.58333,11˚19.716N 12˚35.734W,Parsed coordinates do not match original
11.255,-12.361,11.01806,12.35000,11˚15.324N 12˚21.653W,Parsed coordinates do not match original
10.492,-12.369,10.03583,12.36667,10˚29.521N 12˚22.121W,Parsed coordinates do not match original
10.42,-12.4,10.03472,12.40000,10˚25.218N 12˚24.014W,Parsed coordinates do not match original
10.351,-12.441,10.03361,12.43333,10˚21.030N 12˚26.459W,Parsed coordinates do not match original
10.289,-12.412,10.01861,12.40000,10˚17.365N 12˚24.736W,Parsed coordinates do not match original
47.9301,15.9438,47.92500,15.94667,"47˚55'48.5""N 15˚56'37.8""E",Parsed coordinates do not match original
34.433,-119.915,34.03500,119.90000,34˚26.0'N 119˚54.9'W,Parsed coordinates do not match original
-71.293,-13.8,-71.01861,13.80000,71˚17.60'S 13˚48.00'W,Parsed coordinates do not match original
-71.188,-12.308,-71.01694,12.30000,71˚11.30'S 12˚18.50W,Parsed coordinates do not match original
-61.164,-54.557,-61.00250,54.55000,61˚09.82'S 54˚33.40'W,Parsed coordinates do not match original
-61.346,-55.23,-61.03333,55.21667,61˚20.76'S 55˚13.80'W,Parsed coordinates do not match original
-60.886,-55.383,-60.08417,55.36667,60˚53.13'S 55˚22.96'W,Parsed coordinates do not match original
-60.981,-55.829,-60.08556,55.81667,60˚58.83'S 55˚49.74'W,Parsed coordinates do not match original
-61.981,-55.829,-61.08556,55.81667,61˚58.83'S 55˚49.74'W,Parsed coordinates do not match original
-61.864,-59.262,-61.08361,59.25000,61˚51.83'S 59˚15.71'W,Parsed coordinates do not match original
-61.391,-55.447,-61.03417,55.43333,61˚23.45'S 55˚26.82'W,Parsed coordinates do not match original
-71.107,-11.463,,,71˚6.44'S 11˚27.76W,Coordinate not parsed
-72.857,-19.644,-72.08361,19.63333,72˚51.43'S 19˚38.62'W,Parsed coordinates do not match original
-72.287,170.398,-72.01861,170.38333,72˚17.2'S 170˚23.9E,Parsed coordinates do not match original
-61.339,-55.486,-61.03333,55.48333,61˚20.35'S 55˚29.16'W,Parsed coordinates do not match original
-61.338,-55.515,-61.03333,55.50000,61˚20.27'S 55˚30.92'W,Parsed coordinates do not match original
-60.982,-55.189,-60.08556,55.18333,60˚58.90'S 55˚11.31'W,Parsed coordinates do not match original
-61.38,-56.064,-61.03389,56.05000,61˚22.80'S 56˚03.84'W,Parsed coordinates do not match original
-63.009,-58.634,-63.00000,58.63333,63˚00.55'S 58˚38.01'W,Parsed coordinates do not match original
-63.009,-58.828,-63.00000,58.81667,63˚00.52'S 58˚49.68'W,Parsed coordinates do not match original
-63.078,-57.527,-63.00111,57.51667,63˚04.70'S 57˚31.60'W,Parsed coordinates do not match original
-71.731,171.75,-71.06750,171.75000,71˚43.88'S 171˚45.00'E,Parsed coordinates do not match original
-71.741,171.644,-71.06778,171.63333,71˚44.44'S 171˚38.64'E,Parsed coordinates do not match original
-72.277,171.449,-72.01833,171.43333,72˚16.61'S 171˚26.94'E,Parsed coordinates do not match original
-71.258,170.698,-71.01806,170.68333,71˚15.5'S 170˚41.9'E,Parsed coordinates do not match original
-71.258,170.635,-71.01806,170.63333,71˚15.45'S 170˚38.08'E,Parsed coordinates do not match original
-71.512,171.425,-71.05000,171.41667,71˚30.72'S 171˚25.51'E,Parsed coordinates do not match original
-62.587,-54.767,-62.05139,54.75000,62˚35.19'S 54˚45.99'W,Parsed coordinates do not match original
-62.431,-55.585,-62.03472,55.58333,62˚25.84'S 55˚35.07'W,Parsed coordinates do not match original
42.442,-76.431,42.03500,76.41667,42° 26.501′ N 076° 25.889′ W,Parsed coordinates do not match original
42.476,-76.451,42.03556,76.45000,42° 28.532′ N 076° 27.044′ W,Parsed coordinates do not match original
42.458,-76.46,42.03528,76.45000,42° 27.486′ N 076° 27.594′ W,Parsed coordinates do not match original
42.449,-76.429,42.03500,76.41667,42° 26.924′ N 076° 25.757′ W,Parsed coordinates do not match original
35.113,-90.057,,,"35° 6.783′ N, 90° 3.433′ W",Coordinate not parsed
35.212,-90.038,35.01722,90.03333,"35° 12.732′ N, 90° 2.305′ W",Parsed coordinates do not match original
35.315,-90.006,35.01889,90.00000,"35° 18.914′ N, 90° 0.370′ W",Parsed coordinates do not match original
35.363,-90.017,35.03361,90.00000,"35° 21.800′ N, 90° 0.990′ W",Parsed coordinates do not match original
-3.8561,-33.826,-3.86500,-33.82567,"3°51′21.9′′ S, 33°49′33.54′′ W",Parsed coordinates do not match original
35.113,-90.057,,,"35° 6.783′ N, 90° 3.433′ W",Coordinate not parsed
35.212,-90.038,35.01722,90.03333,"35° 12.732′ N, 90° 2.305′ W",Parsed coordinates do not match original
35.363,-90.017,35.03361,90.00000,"35° 21.800′ N, 90° 0.990′ W",Parsed coordinates do not match original
35.315,-90.006,35.01889,90.00000,"35° 18.914′ N, 90° 0.370′ W",Parsed coordinates do not match original
38.5449,-121.741,38.00000,-121.00000,"38°N, 121°W",Parsed coordinates do not match original
38.6037,-121.709,,,"38.6037°, -121.7094°",Coordinate not parsed
35.63,34.352,35.05194,34.35000,35°37.8'N 34°21.1'E,Parsed coordinates do not match original
59.6526,10.8367,,,"+59° 39′ 9.20″, +10° 50′ 12.01″",Coordinate not parsed
60.1129,11.4015,60.11017,11.40717,"60° 6′ 46.61″ N, 11° 24′ 5.43″ E",Parsed coordinates do not match original
32.688,-117.275,32.06694,117.26667,32°41.30'N 117°16.50'W,Parsed coordinates do not match original
-28.3866,27.8802,,,"28°23'11.64""S  27°52'48.76""E",Coordinate not parsed
-31.2532,146.921,-28.60000,153.63000,"28°36'S 153°37'48""E",Parsed coordinates do not match original
34.6113,135.48,35.15000,139.61333,"35°09'00""N 139°36'80""E",Parsed coordinates do not match original
8.8339,-70.9406,,,"08°52'N, 70°48'W",Coordinate not parsed
-30,-60,,,30° S y 60° O,Coordinate not parsed
-46.1,-71.5,,,71°30' L.W. y 46°06' L.S,Coordinate not parsed
-31.7166,-60.5667,,,31°43'S - 60°34'W,Coordinate not parsed
41.21,-101.649,41.01722,101.63333,"41°12.591′ N, 101°38.969′ W",Parsed coordinates do not match original
-1.002,-75.527,,,"01°0.1'S, 75°31.6'W",Coordinate not parsed
-0.067,-74.517,,,"08C04'S, 74°31'W",Coordinate not parsed
-12.785,-69.28,-12.81667,-69.27500,"12°49'S, 69°16'30""W",Parsed coordinates do not match original
-0.4747,-76.9807,-0.03556,76.96667,"00°28.7'S, 76°58.2'W",Parsed coordinates do not match original
-0.38,-76.612,-0.03389,76.60000,"00°22.8'S, 76°36.7'W",Parsed coordinates do not match original
-0.3948,-76.6469,-0.03444,-76.65000,"00°24.6'S, 76°39'W",Parsed coordinates do not match original
-8.9665,-74.7512,-9.00000,74.00000,"09°S, 74°45'W",Parsed coordinates do not match original
-1,-75.4333,,,"01°00/03'S, 75°26/28'W",Coordinate not parsed
-0.3996,-76.638,-0.41667,76.63333,"00°25'S, 76°38.5'W",Parsed coordinates do not match original
-1,-75.8666,,,"01°00/03'S, 75°26/28'W",Coordinate not parsed
-0.3921,-76.6476,-0.03444,-76.65000,"00°24.6'S, 76°39'W",Parsed coordinates do not match original
23.1589,-106.335,23.15889,-106.33528,"23°09'32""N,106°20'07""W",Parsed coordinates do not match original
23.18,-106.425,23.18000,-106.42528,"23°10'48""N106°25'31""W",Parsed coordinates do not match original
2.817,-60.35,2.81667,-60.65000,"2°49'N-60°39""W",Parsed coordinates do not match original
4.633,-61.833,4.63333,-61.16667,4°38'N-61°10'W,Parsed coordinates do not match original
-23.9,-45.283,-23.90000,-46.71667,23°54'S-46°43'W,Parsed coordinates do not match original
-23.933,-45.35,-23.93333,-46.65000,23°56'S-46°39'W,Parsed coordinates do not match original
-30.15,-71.4,,,30° 09' Lat. S; 71° 24' Long. W.,Coordinate not parsed
5.15,-74.15,,,5°09 norte; 74°09 oeste ,Coordinate not parsed
6.05,-75,,,6°03 norte;75°00 oeste,Coordinate not parsed
6.067,-75.183,,,6°04 norte;75°11 oeste,Coordinate not parsed
6.15,-75.383,,,6°09' norte;75°23' oeste,Coordinate not parsed
6.25,-75.567,,,6°15'  norte;75°34' oeste,Coordinate not parsed
6.167,-75.65,,,6°10' norte;75°39' oeste,Coordinate not parsed
6.05,-75.7,,,6°03'  norte;75°42' oeste,Coordinate not parsed
5.633,-75.733,,,5°38' norte;75°44' oeste,Coordinate not parsed
40.1167,87.9,40.66667,87.35000,"39°34′–40°40′N, 87°21′–88°27′E",Parsed coordinates do not match original
13.7,38.975,13.71667,38.95000,13°41–13°43 N and 38°57–39°00 E,Parsed coordinates do not match original
13.7167,39.5333,13.78333,39.50000,13°39–13°47 N and 39°30–39°34 E,Parsed coordinates do not match original
38.05,109.342,38.73333,108.65000,"37° 22′–38° 44′ N, 108° 39′–110° 02′ E ",Parsed coordinates do not match original
46.102,-88.274,,,46°6.1N 88°16.417W,Coordinate not parsed
-32.7185,152.108,-32.11694,152.16667,32°71'S 152°10'E,Parsed coordinates do not match original
42.449,-76.429,42.03500,76.41667,42° 26.924′ N 076° 25.757′ W,Parsed coordinates do not match original
42.458,-76.46,42.03528,76.45000,42°27.486′ N 076° 27.594′ W,Parsed coordinates do not match original
42.476,-76.451,42.03556,76.45000,42° 28.532′ N 076° 27.044′ W,Parsed coordinates do not match original
42.442,-76.431,42.03500,76.41667,42°26.501′ N 076°25.889′W,Parsed coordinates do not match original
30.15,-81.7,,,"30º  09' N, 81º  42' W",Coordinate not parsed
